timestamp,timestamp_ms,oi,oi_usd,ls_ratio,long_pct,short_pct,top_ls_ratio,top_long_pct,top_short_pct,futures_taker_ratio,futures_buy_vol,futures_sell_vol
2026-05-09 18:15:00,1778350500000,2187896.212,5096288525.57372,2.1969,0.6872,0.3128,1.7716,0.6392,0.3608,1.6509,25642.697,15532.174
2026-05-09 18:30:00,1778351400000,2184278.287,5102199875.319355,2.2092,0.6884,0.3116,1.7747,0.6396,0.3604,0.7508,8804.001,11725.737
2026-05-09 18:45:00,1778352300000,2183024.519,5087449814.436464,2.202,0.6877,0.3123,1.7685,0.6388,0.3612,0.7615,5612.786,7370.913
2026-05-09 19:00:00,1778353200000,2180048.188,5078154275.838985,2.1939,0.6869,0.3131,1.7647,0.6383,0.3617,1.436,6252.963,4354.485
2026-05-09 19:15:00,1778354100000,2180169.26,5077923044.215776,2.1888,0.6864,0.3136,1.7601,0.6377,0.3623,0.8226,6555.968,7970.006
2026-05-09 19:30:00,1778355000000,2176824.279,5067225140.714517,2.1797,0.6855,0.3145,1.7556,0.6371,0.3629,0.9839,4190.631,4259.231
2026-05-09 19:45:00,1778355900000,2175395.527,5063794740.6281,2.1776,0.6853,0.3147,1.7533,0.6368,0.3632,2.4661,14835.86,6015.943
2026-05-09 20:00:00,1778356800000,2180631.856,5083336338.47728,2.1766,0.6852,0.3148,1.7503,0.6364,0.3636,0.5088,3232.001,6352.619
2026-05-09 20:15:00,1778357700000,2181486.075,5076474750.80705,2.1696,0.6845,0.3155,1.7442,0.6356,0.3644,0.9043,3609.939,3992.146
2026-05-09 20:30:00,1778358600000,2180379.195,5075573905.2888,2.1666,0.6842,0.3158,1.742,0.6353,0.3647,1.2898,4143.65,3212.661
2026-05-09 20:45:00,1778359500000,2179615.734,5075740518.865599,2.1676,0.6843,0.3157,1.7412,0.6352,0.3648,1.3888,3265.203,2351.165
